Offense Case Type,Offense Date,Offense Time,Charges Description,Offense Street Name,Offense Cross Street,Case Closed,Agency,Officer Code,RACE,Defendant Gender
CM,6/7/2019,1:45 AM,DISORDERLY CONDUCT - FIGHTING,400 Block East 6th Street,,Y,APD,7402,White,Male
CM,6/7/2019,12:42 AM,DISORDERLY CONDUCT - FIGHTING,600 Block Rio Grande Street,,Y,APD,7884,White,Male
CM,6/7/2019,12:00 AM,PUBLIC INTOXICATION,900 Block Willow Street,,N,APD,8115,White,Male
CM,6/7/2019,12:42 AM,DISORDERLY CONDUCT - FIGHTING,600 Block Rio Grande,,Y,APD,7884,White,Male
TR,6/7/2019,8:05 AM,PEDESTRIAN ON ROADWAY,North Ih 35 And East Cesar Chavez Street,,Y,APD,7451,White,Male
CM,6/7/2019,1:15 AM,MINOR CONSUMING ALCOHOL,400 Block East 6th Street,,Y,APD,7402,White,Male
CM,6/7/2019,2:41 AM,MINOR CONSUMING ALCOHOL,400 Block East 6th Street,,Y,APD,7608,White,Male
CO,6/8/2019,6:38 AM,HUMAN WASTE,400 Block Guadalupe Street,,N,APD,7043,White,Female
CO,6/8/2019,12:00 AM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,100 Block East 6th Street,,Y,APD,6290,White,Male
CO,6/10/2019,8:54 AM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,900  E 6TH ST,,Y,,7043,Black,Male
CM,6/10/2019,4:23 AM,DISORDERLY CONDUCT-INDECENT EXPOSURE #,2300 Block Guadalupe Street,,Y,APD,7220,White,Male
CM,6/10/2019,6:49 PM,PUBLIC INTOXICATION,West Slaughter,South 1st,Y,APD,8425,No Data,No Data
CO,6/11/2019,10:00 PM,CAMPING IN A PUBLIC PLACE,East 6th Street,Neches Street,Y,APD,7615,White,Male
CM,6/13/2019,2:00 PM,Possession of Drug Paraphernalia,600 Block Congress Avenue,,Y,APD,3968,White,Male
CM,6/13/2019,3:55 PM,Possession of Drug Paraphernalia,400 Block West 5th Street,,Y,APD,3968,Black,Male
CM,6/14/2019,9:14 PM,DISORDERLY CONDUCT - FIGHTING,600 Block Sabine Street,,Y,APD,7759,Hispanic,Male
TR,6/14/2019,5:28 PM,PEDESTRIAN ON ROADWAY,East 9th Street,Ih 35 Service Road,Y,APD,6633,Hispanic,Male
CM,6/14/2019,12:52 AM,FAILURE TO IDENTIFY - REFUSE,400 Block East 6th Street,,Y,APD,7872,White,Female
CO,6/14/2019,12:52 AM,AGGRESSIVE SOLICITATION,400 Block East 6th Street,,Y,APD,7872,White,Female
CM,6/15/2019,12:43 AM,PUBLIC INTOXICATION,West 6th Street And,North Lamar Boulevard,Y,APD,8113,White,Female
CO,6/15/2019,2:30 PM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,100 Block North Ih 35,,Y,APD,6627,Hispanic,No Data
CM,6/15/2019,7:08 PM,PUBLIC INTOXICATION,East 6th Street And,North Ih 35 Service Road,Y,APD,7245,White,Male
CM,6/15/2019,3:00 AM,PUBLIC INTOXICATION,200 Block Congress Avenue,,Y,APD,8772,White,Female
CM,6/16/2019,12:00 AM,PUBLIC INTOXICATION,San Marcos Street And,Cesar Chavez Street,Y,APD,8525,White,Male
CM,6/16/2019,12:16 AM,PUBLIC INTOXICATION,408 Brazos Street,,Y,APD,7881,White,Male
CM,6/16/2019,12:16 AM,PUBLIC INTOXICATION,400 Block Brazos Street,,Y,APD,8390,White,Female
CO,6/16/2019,7:21 PM,AGGRESSIVE SOLICITATION,601 North Ih 35 Service Road,,N,APD,7872,Black,Male
CO,6/18/2019,3:01 PM,CAMPING IN A PUBLIC PLACE,E 7TH & N OH 35 SVRD NB,,Y,,8594,Hispanic,Male
CM,6/18/2019,11:08 PM,PUBLIC INTOXICATION,605 Brazos Street,,N,APD,7401,White,Male
CO,6/18/2019,3:02 PM,CAMPING IN A PUBLIC PLACE,N IH35 SVRD NB,E 7TH ST,Y,,7796,White,Female
CO,6/19/2019,6:30 PM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,North Ih 35 And East Cesar Chavez,,Y,APD,7798,White,Male
CO,6/19/2019,6:47 PM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,North Ih 35 And Willow Street,,Y,APD,7798,Black,Male
CO,6/19/2019,8:30 PM,CONSUMING ALCOHOL IN A PUBLIC STREET,500  E 7TH ST,,Y,,7796,Black,Female
CM,6/21/2019,12:00 AM,PUBLIC INTOXICATION,North Lamar Boulevard And,West 5th Street,Y,APD,8879,White,Female
CO,6/23/2019,2:20 PM,"Possess, Consume, Sell Alcohol in Prohibited Park Area",1600 Block Nash Hernandez,,Y,APD,5930,Hispanic,Male
CO,6/23/2019,2:20 PM,"Possess, Consume, Sell Alcohol in Prohibited Park Area",1600 Block Nash Hernandez,,N,APD,5930,Hispanic,Male
CO,6/23/2019,2:25 PM,"Possess, Consume, Sell Alcohol in Prohibited Park Area",1600  NASH HERNANDEZ,,Y,,4042,Hispanic,Male
CM,6/23/2019,11:25 PM,Possession of Drug Paraphernalia,1800 Block Guadalupe Street,,Y,APD,8504,White,Male
CO,6/25/2019,10:54 PM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,East 6th Street And Congress Avenue,,Y,APD,7608,No Data,No Data
CM,6/25/2019,2:36 AM,PUBLIC INTOXICATION,6th Street And,San Jacinto Boulevard,Y,APD,7946,White,Male
CM,6/25/2019,2:36 AM,Possession of Drug Paraphernalia,6th Street And,San Jacinto Boulevard,Y,APD,7946,White,Male
TR,6/25/2019,7:57 PM,PEDESTRIAN ON ROADWAY,North Ih 35 At East 7th Street,,Y,APD,7796,White,Male
CO,6/26/2019,7:10 PM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,50 Block Ih 35,,Y,APD,7284,Black,Male
CO,6/26/2019,7:10 PM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,50 Block North Ih 35,,Y,APD,7284,White,Male
CM,6/26/2019,9:25 PM,Possession of Drug Paraphernalia,1111 East Cesar Chavez Street,,Y,APD,7850,White,Female
CO,6/27/2019,9:16 PM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,East 7th Street And Neches Street,,N,APD,7401,Black,Male
CM,6/27/2019,10:25 PM,PUBLIC INTOXICATION,604 Brazos Street,,N,APD,8140,White,Male
CO,6/27/2019,4:44 PM,SOLICIT BY PERSON FROM STREET - SIDEWALK,800  N IH35 SVRD NB,,N,,7796,Black,Female
CM,6/28/2019,2:23 AM,DISORDERLY CONDUCT - FIGHTING,403 East 6th Street,,Y,APD,8140,White,Male
CM,6/28/2019,2:40 AM,DISORDERLY CONDUCT - FIGHTING,400 Block East 6th Street,,N,APD,8140,Hispanic,Male
CO,6/29/2019,11:31 PM,CONSUMING ALCOHOL IN A PUBLIC STREET,600 Block Neches Street,,Y,APD,7796,No Data,No Data
TR,6/29/2019,7:31 PM,PEDESTRIAN ON ROADWAY,North Ih 35 And East 7th Street,,N,APD,7796,Black,Male
TR,6/29/2019,7:31 PM,PEDESTRIAN ON ROADWAY,North Ih 35 And East 7th Street,,Y,APD,7796,White,Male
TR,6/30/2019,1:48 PM,PEDESTRIAN CROSSING MIDBLOCK,415 East 7th Street,,N,APD,7345,Black,Male
CO,7/1/2019,10:48 AM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,600 Block Ih 35,,Y,APD,4951,Black,Male
TR,7/1/2019,8:25 PM,PEDESTRIAN ON ROADWAY,900 East 6th Street,,N,APD,7796,Hispanic,Male
CO,7/2/2019,9:02 AM,HUMAN WASTE,600 Block Congress Avenue,,Y,APD,6145,White,Female
CO,7/2/2019,8:26 PM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,500  E 7TH ST,,Y,,7245,White,Female
CM,7/2/2019,7:51 PM,PUBLIC INTOXICATION,East 4th Street And,San Jacinto Boulevard,Y,APD,7615,White,Male
CO,7/3/2019,9:19 PM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,East 7th Street And North Ih 35,,Y,APD,7608,White,Male
CO,7/4/2019,3:20 PM,CONSUMING ALCOHOL IN A PUBLIC STREET,East 9th Street And North Ih 35,,N,APD,7796,White,Male
CM,7/4/2019,10:57 PM,DISORDERLY CONDUCT-GESTURE P.C. 42 01,500 Block East 7th Street,,Y,APD,7849,Hispanic,Male
CO,7/4/2019,7:22 PM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,323 East 6th Street,,Y,APD,7872,No Data,No Data
CM,7/5/2019,1:11 AM,DISORDERLY CONDUCT - FIGHTING,600 Block Trinity Street,,N,APD,8115,White,Male
CM,7/5/2019,1:11 AM,PUBLIC INTOXICATION,600 Block Trinity Street,,N,APD,8115,White,Male
CO,7/6/2019,11:57 PM,CONSUMING ALCOHOL IN A PUBLIC STREET,500 Block East 7th Street,,Y,APD,7796,Black,Male
CO,7/6/2019,10:10 PM,AGGRESSIVE CONFRONTATION,Necges Street And East 6th Street,,Y,APD,7796,Black,Male
CM,7/6/2019,1:33 AM,PUBLIC INTOXICATION,222 West Avenue,,Y,APD,8674,Asian,Female
CM,7/7/2019,6:17 PM,SIMPLE ASSAULT BY CONTACT,501 East 8th Street,,N,APD,8792,White,Male
CM,7/7/2019,10:39 PM,PUBLIC INTOXICATION,700 Block Trinity Street,,Y,APD,8772,Black,Male
CM,7/8/2019,11:45 PM,Possession of Drug Paraphernalia,500  TRINITY ST,,N,,8115,White,Male
CO,7/8/2019,11:06 PM,MANIFESTING - DRUGS,500  E 7TH ST,,Y,,8140,Black,Male
CM,7/8/2019,12:58 AM,Possession of Drug Paraphernalia,1600 Block East 7th Street,,N,APD,7850,White,Female
CM,7/8/2019,11:54 PM,Possession of Drug Paraphernalia,500  TRINITY ST,,Y,,8115,White,Male
CM,7/9/2019,12:00 AM,PUBLIC INTOXICATION,1213 Sabine Street,,N,APD,8600,Hispanic,Male
CO,7/9/2019,10:48 PM,AGGRESSIVE CONFRONTATION,300 Block East 6th Street,,Y,APD,7597,White,Male
CM,7/10/2019,6:37 PM,SIMPLE ASSAULT BY CONTACT,110 East 2nd Street,,Y,APD,7608,White,Female
CO,7/10/2019,11:04 AM,CONSUMING ALCOHOL IN A PUBLIC STREET,800  CONGRESS AVE,,Y,,4042,No Data,No Data
CM,7/10/2019,8:18 PM,DISORDERLY CONDUCT-ABUSIVE LANGUAGE,710 West Cesar Chavez Street,,N,APD,8105,No Data,Male
CM,7/12/2019,2:28 PM,PUBLIC INTOXICATION,500 Block East 7th Street,,N,APD,6145,White,Female
CM,7/12/2019,12:00 AM,PUBLIC INTOXICATION,501 East 6th Street,,Y,APD,7850,White,Male
CM,7/12/2019,10:44 PM,PUBLIC INTOXICATION,1105 East Cesar Chavez Street,,N,APD,7242,Hispanic,Male
CO,7/13/2019,12:00 AM,AGGRESSIVE CONFRONTATION,400 Block East 6th Street,,Y,APD,7835,Black,Male
CM,7/14/2019,8:16 AM,PEDESTRIAN SOLICITING IN ROADWAY-STATE LAW,90 North Ih 35,,N,APD,7043,White,Male
CO,7/14/2019,8:16 AM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,90 North Ih 35 Service Road,,Y,APD,7043,White,Male
CM,7/14/2019,1:46 AM,PUBLIC INTOXICATION,East 6th Street And,Trinity Street,Y,APD,7608,White,Male
CM,7/14/2019,11:14 PM,PUBLIC INTOXICATION,320 East 6th Street,,N,APD,7946,White,Male
TR,7/15/2019,10:30 PM,PEDESTRIAN CROSSING MIDBLOCK,500 North Ih 35,,Y,APD,7780,White,Male
CM,7/15/2019,2:44 AM,PUBLIC INTOXICATION,700 Block Trinity Street,,N,APD,8674,White,Female
CM,7/15/2019,12:33 PM,MISDEMEANOR THEFT C - LESS THAN $100,609 Congress Avenue,,Y,APD,7451,White,Male
CM,7/17/2019,5:58 PM,THEFT OF SERVICE,906  CONGRESS AVE,,N,,7284,Black,Male
CM,7/17/2019,10:45 AM,Possession of Drug Paraphernalia,6th Street And Congress Avenue,,N,APD,7785,Black,Male
CM,7/19/2019,8:53 PM,Possession of Drug Paraphernalia,600  600 NECHES ST,,N,APD,7835,Black,Male
CM,7/19/2019,2:21 AM,PUBLIC INTOXICATION,East 6th Street And,Trinity Street,Y,APD,8004,White,Male
CM,7/19/2019,12:00 AM,PUBLIC INTOXICATION,East 5th Street,And Brazos Street,N,APD,7844,White,Female
CM,7/20/2019,2:35 AM,DISORDERLY CONDUCT - FIGHTING,400 Block East 6th Street,,Y,APD,7401,Black,Male
CM,7/20/2019,7:35 PM,PUBLIC INTOXICATION,422 Guadalupe Street,,N,APD,6792,White,Male
CM,7/20/2019,7:35 PM,DISORDERLY CONDUCT-INDECENT EXPOSURE #,422 Guadalupe Street,,Y,APD,6792,White,Male
CM,7/20/2019,12:57 AM,PUBLIC INTOXICATION,502 Brushy Street,,Y,APD,7298,White,Male
CM,7/20/2019,12:00 AM,PUBLIC INTOXICATION,310 East 5th Street,,Y,APD,7780,Hispanic,Male
CM,7/21/2019,3:51 AM,FAILURE TO IDENTIFY - REFUSE,West 3rd Street And,Guadalupe Street,Y,APD,7608,White,Male
CO,7/21/2019,12:34 AM,CONSUMING ALCOHOL IN A PUBLIC STREET,Congress Avenue And 6th Street,,Y,APD,7608,White,Male
CM,7/21/2019,1:05 AM,DISORDERLY CONDUCT - FIGHTING,300 Block East 6th Street,,N,APD,7293,Black,Male
CM,7/21/2019,2:33 AM,DISORDERLY CONDUCT - FIGHTING,408 East 6th Street,,N,APD,7849,Black,Male
CM,7/21/2019,2:05 AM,DISORDERLY CONDUCT - FIGHTING,300 Block 6th Street,,Y,APD,7946,Hispanic,Male
CM,7/21/2019,3:51 AM,PUBLIC INTOXICATION,West 3rd Street And,Guadalupe Street,Y,APD,7608,White,Male
CM,7/21/2019,1:55 PM,MISDEMEANOR THEFT C - LESS THAN $100,613 Congress Avenue,,Y,APD,4973,White,Male
CM,7/21/2019,1:21 AM,DISORDERLY CONDUCT - FIGHTING,300 Block East 6th Street,,Y,APD,7293,Black,Male
CO,7/21/2019,12:34 AM,LITTERING,Congress Avenue And 6th Street,,Y,APD,7608,White,Male
TR,7/21/2019,8:01 AM,PEDESTRIAN ON ROADWAY,700 Block North Ih 35 Service Road,,Y,APD,7451,White,Male
CM,7/21/2019,8:20 PM,Possession of Drug Paraphernalia,500 Block Trinity Street,,N,APD,7850,Black,Male
CO,7/22/2019,3:11 AM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,West 6th Street And Lavaca Street,,N,APD,7608,White,Male
CM,7/22/2019,9:49 AM,Possession of Drug Paraphernalia,500  500 E 7TH ST,,N,APD,7433,Black,Male
CM,7/22/2019,2:58 AM,PUBLIC INTOXICATION,1213 Sabine Street,,Y,APD,8441,White,Male
CM,7/23/2019,9:00 PM,Possession of Drug Paraphernalia,2200 Block East 6th Street,,N,OTH,0,White,Male
CM,7/23/2019,12:30 AM,PUBLIC INTOXICATION,415 West Martin Luther King Jr Blvd,,N,APD,8416,White,Male
CM,7/24/2019,1:50 AM,PUBLIC INTOXICATION,422 East 6th Street,,Y,APD,8140,White,Male
CM,7/24/2019,9:01 AM,Possession of Drug Paraphernalia,600 Block Congress Avenue,,N,APD,4949,Hispanic,Male
CM,7/24/2019,12:45 AM,DISORDERLY CONDUCT - FIGHTING,2400 Block San Antonio Street,,Y,APD,8674,White,Male
CM,7/24/2019,12:45 AM,DISORDERLY CONDUCT - FIGHTING,2400 Block San Antonio Street,,Y,APD,8674,Hispanic,Male
CM,7/25/2019,8:23 PM,PUBLIC INTOXICATION,Flores Street And,Waller Street,N,APD,8018,White,Male
CM,7/25/2019,8:30 AM,Possession of Drug Paraphernalia,810 Red River Street,,Y,APD,6627,Hispanic,Female
CM,7/25/2019,1:36 AM,PUBLIC INTOXICATION,East 6th Street And,Trinity Street,Y,APD,7597,White,Male
CM,7/26/2019,1:50 AM,DISORDERLY CONDUCT - FIGHTING,401 East 6th Street,,N,APD,8126,Black,Male
CM,7/26/2019,1:55 AM,DISORDERLY CONDUCT - FIGHTING,402 East 6th Street,,N,APD,7849,No Data,No Data
CM,7/26/2019,12:00 AM,PUBLIC INTOXICATION,900 Block North Ih 35,,N,APD,7095,Black,Male
CM,7/26/2019,12:00 AM,PUBLIC INTOXICATION,409 East 6th Street,,Y,APD,8792,Black,Female
CM,7/27/2019,7:55 PM,PUBLIC INTOXICATION,917 North Lamar Boulevard,,N,APD,7238,Black,Female
CM,7/27/2019,10:00 PM,DISREGARD ORDER OF A POLICE OFFICER,East 7th Street And Neches Street,,Y,APD,6757,White,Male
CM,7/27/2019,3:01 AM,PUBLIC INTOXICATION,East 5th Street,Brazos Street,Y,APD,8542,White,Female
CM,7/27/2019,1:23 AM,PUBLIC INTOXICATION,1213 Sabine Street,,Y,APD,8441,Hispanic,Male
CM,7/27/2019,2:00 AM,DISORDERLY CONDUCT - FIGHTING,422 East 6th Street,,N,APD,6757,White,Female
CM,7/27/2019,1:21 AM,PUBLIC INTOXICATION,61 Rainey Street,,Y,APD,8105,White,Male
CM,7/27/2019,1:03 AM,PUBLIC INTOXICATION,601 Rio Grande Street,,Y,APD,8017,No Data,Male
CM,7/27/2019,2:00 AM,DISORDERLY CONDUCT - FIGHTING,200 Block East 6th Street,,N,APD,7785,Black,Male
CO,7/28/2019,12:42 AM,HUMAN WASTE,600  SAN JACINTO,,N,,7699,White,Female
CM,7/28/2019,3:11 AM,THEFT OF SERVICE,500 Block Trinity Street,,Y,APD,7945,White,Male
CM,7/28/2019,10:40 AM,MISDEMEANOR THEFT C - LESS THAN $100,613 Congress Avenue,,N,APD,4556,Black,Male
CO,7/29/2019,8:30 AM,AGGRESSIVE CONFRONTATION,100 Block East 6th Street,,Y,APD,4949,No Data,No Data
CM,7/29/2019,4:07 AM,DISORDERLY CONDUCT-INDECENT EXPOSURE #,20 North Ih 35 Service Road,,N,APD,7948,Black,Male
CM,7/31/2019,11:12 AM,Possession of Drug Paraphernalia,500  E 7TH ST,,N,,4042,White,Male
TR,7/31/2019,10:20 AM,PEDESTRIAN CROSSING MIDBLOCK,500 Block East 7th Street,,N,APD,5666,Black,Male
CO,7/31/2019,9:06 AM,CONSUMING ALCOHOL IN A PUBLIC STREET,500  E 7TH,,Y,,4042,Black,Male
CM,7/31/2019,9:00 AM,Possession of Drug Paraphernalia,500 Block East 7th Street,,N,APD,5930,White,Female
CO,7/31/2019,9:16 PM,CONSUMING ALCOHOL IN A PUBLIC STREET,500  E 7TH ST,,Y,,8140,Hispanic,Female
CO,7/31/2019,12:00 AM,CONSUMING ALCOHOL IN A PUBLIC STREET,500 Block East 7th Street,,N,APD,5930,White,Female
CM,7/31/2019,9:00 AM,Possession of Drug Paraphernalia,500 Block East 7th Street,,Y,APD,5666,Hispanic,Female
CM,8/1/2019,2:05 AM,DISORDERLY CONDUCT - FIGHTING,400 Block East 6th Street,,Y,APD,7597,Black,Male
CM,8/1/2019,8:06 PM,Possession of Drug Paraphernalia,500 Block East 7th Street,,N,APD,7850,Black,Female
CM,8/1/2019,11:00 PM,PUBLIC INTOXICATION,700 Block Neches Street,,N,APD,7101,Black,Male
CM,8/1/2019,1:24 PM,Possession of Drug Paraphernalia,500  500 E. 7TH ST,,Y,APD,6136,Black,Male
TR,8/1/2019,10:57 PM,PEDESTRIAN CROSSING MIDBLOCK,700  RED RIVER ST,,N,,8140,Black,Male
TR,8/1/2019,12:00 PM,PEDESTRIAN CROSSING MIDBLOCK,500 Block East 7th Street,,Y,APD,7433,Black,Male
CO,8/1/2019,12:11 AM,CONSUMING ALCOHOL IN A PUBLIC STREET,East 7th Street And Red River Street,,Y,APD,7796,White,Male
CO,8/1/2019,8:20 AM,HUMAN WASTE,500 Block East 7th Street,,Y,APD,7345,Black,Male
CO,8/1/2019,9:57 PM,SMOKING ORD - WITH IN 15 FT OF PUB ENTRANCE,616 East 6th Street,,N,APD,7699,Black,Male
CM,8/1/2019,3:25 PM,Possession of Drug Paraphernalia,600 Block Congress Avenue,,N,APD,4949,Black,Male
CO,8/1/2019,11:00 PM,MANIFESTING - DRUGS,700 Block Neches Street,,Y,APD,7101,Black,Male
TR,8/1/2019,9:32 PM,PEDESTRIAN ON ROADWAY,700  NECHES ST,E 7TH ST,N,,7597,Black,Male
CM,8/2/2019,8:30 PM,PUBLIC INTOXICATION,600 Block East 6th Street,,N,APD,6633,White,Male
CM,8/2/2019,12:00 AM,PUBLIC INTOXICATION,616 East 6th Street,,Y,APD,7835,White,Male
CM,8/2/2019,12:00 AM,PUBLIC INTOXICATION,323 East 6th Street,,Y,APD,7844,White,Male
CO,8/2/2019,7:20 PM,HUMAN WASTE,500 Block East 7th Street,,Y,APD,7796,Black,Male
TR,8/2/2019,8:30 PM,PEDESTRIAN ON ROADWAY,600 Block East 6th Street,,N,APD,6633,White,Male
CM,8/3/2019,12:46 AM,PUBLIC INTOXICATION,600 Block Rio Grande Street,,N,APD,8392,White,Male
CO,8/3/2019,8:29 AM,CONSUMING ALCOHOL IN A PUBLIC STREET,500 Block East 7th Street,,Y,APD,4949,Black,Male
CM,8/3/2019,12:00 AM,PUBLIC INTOXICATION,500 Block East 4th Street,,Y,APD,7835,White,Male
CM,8/3/2019,12:00 AM,PUBLIC INTOXICATION,East 7th Street And,Neches Street,Y,APD,8594,Black,Female
CO,8/3/2019,12:00 AM,MANIFESTING - DRUGS,500 Block East 7th Street,,Y,APD,7101,Black,Female
CM,8/3/2019,6:08 PM,Possession of Drug Paraphernalia,700 Block Waller Creek,,Y,APD,7785,Black,Male
CO,8/4/2019,12:11 AM,CONSUMING ALCOHOL IN A PUBLIC STREET,East 7th Street And Red River Street,,N,APD,7796,White,Male
CO,8/4/2019,12:50 AM,NOISE VIOL. AFTER 10:30 PM (CO 10-5-2),76 Rainey Street,,Y,APD,6970,White,Male
CM,8/4/2019,12:00 AM,THEFT OF SERVICE,909 North Lamar Boulevard,,Y,APD,8504,White,Male
CO,8/4/2019,12:25 AM,MANIFESTING - DRUGS,500 Block East 7th Street,,N,APD,7101,Black,Female
CO,8/4/2019,9:46 PM,PEDESTRIAN CROSSING MIDBLOCK,300 Block East 7th Street,,Y,APD,4189,Hispanic,Male
CO,8/4/2019,12:33 AM,NOISE VIOL. AFTER 10:30 PM (CO 10-5-2),75 1/2 Rainy Street,,Y,APD,6970,White,Male
TR,8/4/2019,12:00 AM,PEDESTRIAN ON ROADWAY,700 Block North Ih 35,,Y,APD,8593,Hispanic,Female
CM,8/5/2019,1:23 AM,PUBLIC INTOXICATION,East 6th Street And,Congress Avenue,Y,APD,7883,White,Male
CM,8/5/2019,3:08 AM,MINOR IN POSSESSION OF ALCOHOL,400  400 E 7TH ST,,N,APD,8398,Black,Female
CM,8/5/2019,3:48 AM,PUBLIC INTOXICATION,300 Block East 6th Street,,N,APD,7882,White,Male
CM,8/5/2019,12:50 PM,Possession of Drug Paraphernalia,900 Block South Ih 35,,N,APD,5666,No Data,Male
CM,8/5/2019,2:08 AM,FAILURE TO IDENTIFY - REFUSE,409 East 6th Street,,N,APD,8140,Black,Female
CM,8/5/2019,5:22 AM,FAILURE TO IDENTIFY - REFUSE,400  E 6TH ST,,N,,8115,Black,Female
CM,8/5/2019,5:22 AM,PUBLIC INTOXICATION,400  E 6TH ST,,N,,8115,Black,Female
CM,8/5/2019,2:08 AM,PUBLIC INTOXICATION,409 East 6th Street,,N,APD,8140,Black,Female
CO,8/6/2019,12:10 AM,PARK CURFEW VIOLATION,600 Block Sabine Street,,N,APD,7948,Black,Male
CM,8/6/2019,1:52 AM,Possession of Drug Paraphernalia,500 Block East 7th Street,,N,APD,7608,Black,Male
CM,8/6/2019,4:10 AM,Possession of Drug Paraphernalia,700 Block Neches Street,,N,APD,3968,White,Male
CO,8/6/2019,12:18 AM,PARK CURFEW VIOLATION,600 Block Waller Creek Park,,N,APD,7608,Black,Male
CM,8/6/2019,1:55 AM,Possession of Drug Paraphernalia,500 Block East 7th Street,,N,APD,7608,Black,Male
CM,8/6/2019,2:21 AM,PUBLIC INTOXICATION,1213 Sabine Street,,Y,APD,8929,No Data,Female
CM,8/6/2019,12:15 PM,Possession of Drug Paraphernalia,600 Block Waller Creek,,N,APD,6781,Black,Female
CO,8/6/2019,12:15 PM,PARK CURFEW VIOLATION,600 Block Waller Creek,,N,APD,6781,Black,Female
CM,8/7/2019,1:08 AM,PUBLIC INTOXICATION,615 Red River Street,,Y,APD,8126,White,Female
CO,8/7/2019,12:20 AM,PARK CURFEW VIOLATION,600 Block Waller Creek,,Y,APD,7608,Black,Male
TR,8/7/2019,1:50 AM,PEDESTRIAN WALKING AGAINST LIGHT,East 7th Street And Red River Street,,N,APD,7796,Black,Male
CO,8/8/2019,8:39 PM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,600 Block Red River Street,,Y,APD,8018,Black,Male
CM,8/8/2019,12:00 PM,SIMPLE ASSAULT BY CONTACT,301 West 2nd Street,,Y,APD,7327,White,Female
CM,8/8/2019,12:00 AM,PUBLIC INTOXICATION,1213 Sabine Street,,Y,APD,8339,White,Female
CM,8/9/2019,12:00 AM,PUBLIC INTOXICATION,Congress Avenue And,10th Street,Y,APD,7409,White,Male
CM,8/9/2019,12:00 PM,Possession of Drug Paraphernalia,600 Block Neches Street,,Y,APD,4973,Hispanic,Male
CM,8/10/2019,12:00 AM,PUBLIC INTOXICATION,500 Block Congress Avenue,,Y,APD,7327,Black,Male
TR,8/10/2019,10:34 PM,PEDESTRIAN ON ROADWAY,600  E 6TH ST,,Y,,8140,Black,Male
CM,8/10/2019,4:45 AM,THEFT C - LESS THAN $100,12900  N IH 35 SVRD SB,,Y,,8528,White,Female
CM,8/10/2019,12:00 AM,PUBLIC INTOXICATION,East 6th Street And,Trinity Street,N,APD,8115,White,Male
CM,8/10/2019,12:00 AM,PUBLIC INTOXICATION,1213 Sabine Street,,N,APD,5125,White,Female
CM,8/10/2019,3:25 AM,PUBLIC INTOXICATION,200 Block Lavaca Street,,Y,APD,8879,White,Male
CM,8/10/2019,2:15 AM,PUBLIC INTOXICATION,110 East 2nd Street,,N,APD,6172,Hispanic,Female
CO,8/11/2019,10:55 PM,"Possess, Consume, Sell Alcohol in Prohibited Park Area",600  SABINE ST,,N,,8140,Black,Female
CM,8/11/2019,1:26 AM,DISORDERLY CONDUCT - FIGHTING,300  E 6TH ST,,Y,,8140,White,Male
CM,8/11/2019,1:51 AM,DISREGARD ORDER OF A POLICE OFFICER,404 East 6th Street,,Y,APD,8140,Black,Male
CM,8/11/2019,12:15 AM,PUBLIC INTOXICATION,708 East 6th Street,,N,APD,8664,Hispanic,Male
CM,8/11/2019,12:00 AM,PUBLIC INTOXICATION,300 Block East 6th Street,,N,APD,7845,Hispanic,Male
CM,8/11/2019,11:21 PM,PUBLIC INTOXICATION,800 Block East 7th Street,,Y,APD,7245,Black,Male
CO,8/11/2019,12:12 PM,CONSUMING ALCOHOL IN A PUBLIC STREET,700  NECHES ST,,Y,,4042,Hispanic,Male
CM,8/11/2019,1:29 AM,DISORDERLY CONDUCT - FIGHTING,East 6th Street And,Trinity Street,N,APD,7608,Black,Female
CM,8/11/2019,12:00 AM,PUBLIC INTOXICATION,404 East 6th Street,,Y,APD,8444,White,Female
CO,8/12/2019,10:29 PM,CONSUMING ALCOHOL IN A PUBLIC STREET,Sabine Street And 7th Street,,Y,APD,7946,Hispanic,Male
CO,8/12/2019,1:25 AM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,411 East 6th Street,,N,APD,8789,Black,Female
CM,8/12/2019,12:00 AM,PUBLIC INTOXICATION,5th Street And,Congress Avenue,N,APD,7246,No Data,Male
CO,8/12/2019,1:16 AM,PEDESTRIAN IN ROADWAY/CITY ORDINANCE,411 East 6th Street,,N,APD,8140,Black,Female
